en,th
barefoot,เบร์ฟุต
barf,บาร์ฟ
barf,บาร์ฟ
bargain,บาร์กิน
bargain,บาร์กิน
barge,บาร์จ
barge,บาร์จ
bargee,บาร์จี
bargee,บาร์จี
bark,บาร์ก
bark,บาร์ก
Barmby,บาร์มบี
Barmby,บาร์มบี
barn,บาร์น
barn,บาร์น
barnyard,บาร์นยาร์ด
barnyard,บาร์นยาร์ด
barracuda,แบระคูดา
barracuda,เบระคูดา
barracuda,แบระคูดา
barracuda,เบระคูดา
barrage,แบราจ
barrage,บะราจ
barrage,แบราจ
barrage,บะราจ
barrow,แบร์โรว์
barrow,เบร์โรว์
barrow,แบร์โรว์
barrow,เบร์โรว์
Barry,แบร์รี
Barry,เบร์รี
Barry,แบร์รี
Barry,เบร์รี
Barrymore,แบร์รีมอร์
Barrymore,เบร์รีมอร์
Barrymore,แบร์รีมอร์
Barrymore,เบร์รีมอร์
bartender,บาร์เทนเดอร์
bartender,บาร์เทนเดอร์
barter,บาร์เตอร์
barter,บาร์เตอร์
basal,เบซัล
basal,เบซัล
basalt,แบซอลต์
basalt,แบซาลต์
basalt,แบซอลต์
basalt,แบซาลต์
styracosaurus,สติแรโคซอรัส
styracosaurus,สติแรโคซอรัส
ankylosaurus,แองเคอโลซอรัส
ankylosaurus,แองเคอโลซอรัส
stegosaurus,สเตโกซอรัส
stegosaurus,สเตโกซอรัส
brachiosaurus,แบรเคียซอรัส
brachiosaurus,แบรเคียซอรัส
apatosaurus,อะแพโทซอรัส
apatosaurus,อะแพโทซอรัส
psittacosaurus,ชิตทาโคซอรัส
psittacosaurus,ชิตทาโคซอรัส
iguanodon,อิกวาโนดอน
iguanodon,อิกวาโนดอน
edmontosaurus,เอดมอนโทซอรัส
edmontosaurus,เอดมอนโทซอรัส
maiasaura,ไมอาซอรา
maiasaura,ไมอาซอรา
corythosaurus,คอริโทซอรัส
corythosaurus,คอริโทซอรัส
parasaurolophus,แพราซอรอโลฟัส
parasaurolophus,แพราซอรอโลฟัส
pachycephalosaurus,แพคิเซฟาโลซอรัส
pachycephalosaurus,แพคิเซฟาโลซอรัส
compsognathus,คอมป์ซอกนาทัส
compsognathus,คอมป์ซอกนาทัส
velociraptor,วิลอซิแร็ปเตอร์
velociraptor,วิลอซิแร็ปเตอร์
oviraptor,โอวิแร็ปเตอร์
oviraptor,โอวิแร็ปเตอร์
archaeopteryx,อาร์คีอ็อปส์เทริกซ์
archaeopteryx,อาร์คีอ็อปส์เทริกซ์
carnotaurus,คาร์โนทอรัส
carnotaurus,คาร์โนทอรัส
ceratosaurus,เซราโทซอรัส
ceratosaurus,เซราโทซอรัส
spinosaurus,สไปโนซอรัส
spinosaurus,สไปโนซอรัส
Tyrannosaurus Rex,ทิแรนโนซอรัสเร็กซ์
Tyrannosaurus Rex,ทิแรนโนซอรัสเร็กซ์
baptornis,แบ็ปทอร์นิส
baptornis,แบ็ปทอร์นิส
pelecanimimus,เพเลคานิไมมัส
pelecanimimus,เพเลคานิไมมัส
pteranodon,เทแรโนดอน
pteranodon,เทแรโนดอน
gallimimus,แกลลิไมมัส
gallimimus,แกลลิไมมัส
liopleurodon,ไลโอพลัวโรดอน
liopleurodon,ไลโอพลัวโรดอน
baryonyx,แบรีออนิกซ์
baryonyx,แบรีออนิกซ์
basilosaurus,บาซิโลซอรัส
basilosaurus,บาซิโลซอรัส
elasmosaurus,อิแลสโมซอรัส
elasmosaurus,อิแลสโมซอรัส
baseball,เบสบอล
baseball,เบสบอล
baseline,เบสไลน์
baseline,เบสไลน์
basement,เบสเมนต์
basement,เบสเมนต์
bash,แบช
bash,แบช
basic,เบสิก
basic,เบสิก
basil,แบซิล
basil,เบซิล
basil,แบซิล
basil,เบซิล
basilisk,แบซิลิสก์
basilisk,แบซิลิสก์
basin,เบซิน
basin,เบซิน
basis,เบซิส
basis,เบซิส
bask,บาสก์
bask,แบสก์
bask,บาสก์
bask,แบสก์
basket,บาสกิต
basket,แบสเก็ต
basket,บาสกิต
basket,แบสเก็ต
bass,เบส
bass,เบส
bass,แบส
bass,แบส
bassoon,บัสซูน
bassoon,บัสซูน
bastard,บาสเติร์ด
bastard,แบสเติร์ด
bastard,บาสเติร์ด
bastard,แบสเติร์ด
bat,แบ็ต
bat,แบ็ต
bath,บาท
bath,แบท
bath,บาท
bath,แบท
batik,แบทีก
batik,แบทีก
battalion,บัตแทเลียน
battalion,บัตแทเลียน
battle,แบ็ตเทิล
battle,แบ็ตเทิล
bay,เบย์
bay,เบย์
bazooka,บะซูกา
bazooka,บะซูกา
beacon,บีคอน
beacon,บีคอน
bead,บีด
bead,บีด
beagle,บีเกิล
beagle,บีเกิล
beak,บีก
beak,บีก
beaker,บีกเกอร์
beaker,บีกเกอร์
beam,บีม
beam,บีม
bean,บีน
bean,บีน
bear,แบร์
bear,เบร์
bear,แบร์
bear,เบร์
beard,เบียร์ด
beard,เบียร์ด
bearhug,แบร์ฮัก
bearhug,เบร์ฮัก
bearhug,แบร์ฮัก
bearhug,เบร์ฮัก
bearing,แบริง
bearing,เบริง
bearing,แบริง
bearing,เบริง
beast,บีสต์
beast,บีสต์
beat,บีต
beat,บีต
beau,โบ
beau,โบ
beauty,บิวตี
beauty,บิวตี
bebop,บีบอป
bebop,บีบ็อป
bebop,บีบอป
bebop,บีบ็อป
beaver,บีเวอร์
beaver,บีเวอร์
because,บิคอส
because,บิคอส
beck,เบ็ก
beck,เบ็ก
Beckham,เบ็กคัม
Beckham,เบ็กคัม
become,บิคัม
become,บิคัม
becquerel,เบ็กเคอเรล
becquerel,เบ็กเคอเรล
bed,เบด
bed,เบด
bedazzle,บิแดซเซิล
bedazzle,บิแดซเซิล
bedrock,เบดร็อก
bedrock,เบดร็อก
bedroom,เบดรูม
bedroom,เบดรุม
bedroom,เบดรูม
bedroom,เบดรุม
beech,บีช
beech,บีช
bee,บี
bee,บี
beef,บีฟ
beef,บีฟ
beehive,บีไฮฟ์
beehive,บีไฮฟ์
beep,บีป
beep,บีป
beet,บีต
beet,บีต
beetle,บีเทิล
beetle,บีเทิล
beetroot,บีตรูต
beetroot,บีตรูต
before,บิฟอร์
before,บิฟอร์
beg,เบก
beg,เบก
beggar,เบกเกอร์
beggar,เบกเกอร์
begin,บิกิน
begin,บิกิน
beginner,บิกินเนอร์
beginner,บิกินเนอร์
behalf,บิฮาล์ฟ
behalf,บิแฮล์ฟ
behalf,บิฮาล์ฟ
behalf,บิแฮล์ฟ
behave,บิเฮฟ
behave,บิเฮฟ
behead,บิเฮด
behead,บิเฮด
behemoth,บิฮีมอท
behemoth,บิฮีมอท
behind,บิไฮนด์
behind,บิไฮนด์
behold,บิโฮลด์
behold,บิโฮลด์
beige,เบจ
beige,เบจ
belch,เบลช์
belch,เบลช์
belief,บิลีฟ
belief,บิลีฟ
believe,บิลีฟ
believe,บิลีฟ
bellboy,เบลบอย
bellboy,เบลบอย
bell,เบล
bell,เบล
bellow,เบลโลว์
bellow,เบลโลว์
belly,เบลลี
belly,เบลลี
below,บิโลว์
below,บิโลว์
belong,บิลอง
belong,บิลอง
beluga,เบอลูกา
beluga,เบลูกา
beluga,เบอลูกา
beluga,เบลูกา
bench,เบนช์
bench,เบนช์
benchmark,เบนช์มาร์ก
benchmark,เบนช์มาร์ก
bend,เบนด์
bend,เบนด์
Benedict,เบนิดิกต์
Benedict,เบเนดิกต์
Benedict,เบนิดิกต์
Benedict,เบเนดิกต์
benefit,เบนิฟิต
benefit,เบเนฟิต
benefit,เบนิฟิต
benefit,เบเนฟิต
benign,บิไนน์
benign,บิไนน์
Bermuda,เบอร์มิวดา
Bermuda,เบอร์มิวดา
berry,เบร์รี
berry,เบร์รี
berserk,เบอร์เซิร์ก
berserk,เบอร์เซิร์ก
beside,บิไซด์
beside,บิไซด์
best,เบสต์
best,เบสต์
bestride,บิสไตรด์
bestride,บิสไตรด์
bestseller,เบสต์เซลเลอร์
bestseller,เบสต์เซลเลอร์
bet,เบ็ต
bet,เบ็ต
beta,บีตา
beta,เบตา
beta,บีตา
beta,เบตา
betake,บิเทก
betake,บิเทก
betray,บิเทรย์
betray,บิเทรย์
better,เบ็ตเตอร์
better,เบ็ตเตอร์
between,บิทวีน
between,บิทวีน
beware,บิแวร์
beware,บิแวร์
beyond,บียอนด์
beyond,บียอนด์
bikini,บิคีนี
bikini,บิคีนี
bill,บิล
bill,บิล
Bill,บิลล์
Bill,บิลล์
billboard,บิลบอร์ด
billboard,บิลบอร์ด
billion,บิลเลียน
billion,บิลเลียน
bimbo,บิมโบ
bimbo,บิมโบ
bin,บิน
bin,บิน
binge,บินจ์
binge,บินจ์
bingo,บิงโก
bingo,บิงโก
Halloween,ฮาลโลวีน
Halloween,ฮาลโลวีน
jack-o'-lantern,แจ็ก-โอ-แลนเทิร์น
jack-o'-lantern,แจ็ก-โอ-แลนเทิร์น
virtual,เวอร์ชวล
virtual,เวอร์ชวล
binomial,ไบโนเมียล
binomial,ไบโนเมียล
bint,บินต์
bint,บินต์
biodata,ไบโอเดตา
biodata,ไบโอดาตา
biodata,ไบโอเดตา
biodata,ไบโอดาตา
biodiesel,ไบโอดีเซล
biodiesel,ไบโอดีเซล
bipolar,ไบโพลาร์
bipolar,ไบโพลาร์
birch,เบิร์ช
birch,เบิร์ช
bird,เบิร์ด
bird,เบิร์ด
birdie,เบอร์ดี
birdie,เบอร์ดี
birdsong,เบิร์ดซอง
birdsong,เบิร์ดซอง
biscuit,บิสกิต
biscuit,บิสกิต
bisque,บีสก์
bisque,บิสก์
bisque,บีสก์
bisque,บิสก์
bistro,บีสโตร
bistro,บิสโตร
bistro,บีสโตร
bistro,บิสโตร
bit,บิต
bit,บิต
bite,ไบต์
bite,ไบต์
bitmap,บิตแม็ป
bitmap,บิตแม็ป
bizarre,บิซาร์
bizarre,บิซาร์
black,แบล็ก
black,แบล็ก
blade,เบลด
blade,เบลด
blame,เบลม
blame,เบลม
blanch,บลานช์
blanch,แบลนช์
blanch,บลานช์
blanch,แบลนช์
bland,แบลนด์
bland,แบลนด์
blandish,แบลนดิฃ
blandish,แบลนดิช
blank,แบลงก์
blank,แบลงก์
blanket,แบลงกิต
blanket,แบลงกิต
blarney,บลาร์นีย์
blarney,บลาร์นีย์
blast,บลาสต์
blast,แบลสต์
blast,บลาสต์
blast,แบลสต์
blaze,เบลซ
blaze,เบลซ
blazer,เบลเซอร์
blazer,เบลเซอร์
bleach,บลีช
bleach,บลีช
bleak,บลีก
bleak,บลีก
bleat,บลีต
bleat,บลีต
bleed,บลีด
bleed,บลีด
bleep,บลีป
bleep,บลีป
blench,เบลนช์
blench,เบลนช์
hashtag,แฮชแทก
hashtag,แฮชแทก
blend,เบลนด์
blend,เบลนด์
blender,เบลนเดอร์
blender,เบลนเดอร์
bless,เบลส
bless,เบลส
blessing,เบลสซิง
blessing,เบลสซิง
blini,บลีนี
blini,บลีนี
blink,บลิงก์
blink,บลิงก์
blip,บลิป
blip,บลิป
bliss,บลิส
bliss,บลิส
blister,บลิสเตอร์
blister,บลิสเตอร์
blitz,บลิตซ์
blitz,บลิตซ์
blizzard,บลิซเซิร์ด
blizzard,บลิซเซิร์ด
bloat,โบลต
bloat,โบลต
blob,บลอบ
blob,บล็อบ
blob,บลอบ
blob,บล็อบ
bloc,บล็อก
bloc,บล็อก
blockbuster,บล็อกบัสเตอร์
blockbuster,บล็อกบัสเตอร์
blond,บลอนด์
blond,บลอนด์
blonde,บลอนด์
blonde,บลอนด์
blood,บลัด
blood,บลัด
bloody,บลัดดี
bloody,บลัดดี
bloom,บลูม
bloom,บลูม
Bloomberg,บลูมเบิร์ก
Bloomberg,บลูมเบิร์ก
blot,บล็อต
blot,บล็อต
blouse,เบลาส์
blouse,เบลาส์
blow,โบลว์
blow,โบลว์
blue,บลู
blue,บลู
blueprint,บลูพรินต์
blueprint,บลูพรินต์
bluff,บลัฟ
bluff,บลัฟ
blur,เบลอร์
blur,เบลอร์
blunt,บลันต์
blunt,บลันต์
blush,บลัช
blush,บลัช
boar,บอร์
boar,บอร์
board,บอร์ด
board,บอร์ด
boast,โบสต์
boast,โบสต์
boat,โบต
boat,โบต
body,บอดี
body,บอดี
bodyguard,บอดีการ์ด
bodyguard,บอดีการ์ด
bogus,โบกัส
bogus,โบกัส
bohemian,โบฮีเมียน
bohemian,โบฮีเมียน
boil,บอยล์
boil,บอยล์
boiler,บอยเลอร์
boiler,บอยเลอร์
bold,โบลด์
bold,โบลด์
bole,โบล
bole,โบล
bolt,โบลต์
bolt,โบลต์
bomb,บอมบ์
bomb,บอมบ์
bombard,บอมบาร์ด
bombard,บอมบาร์ด
bombardier,บอมบาเดียร์
bombardier,บอมบาเดียร์
bombastic,บอมแบสติก
bombastic,บอมแบสติก
bonanza,โบแนนซา
bonanza,โบแนนซา
bonbon,บอนบอน
bonbon,บ็อนบ็อน
bonbon,บอนบอน
bonbon,บ็อนบ็อน
bone,โบน
bone,โบน
bonfire,บอนไฟเออร์
bonfire,บอนไฟเออร์
bong,บอง
bong,บอง
bongo,บองโก
bongo,บองโก
bonk,บองก์
bonk,บองก์
bonkbuster,บองก์บัสเตอร์
bonkbuster,บองก์บัสเตอร์
bonnet,บอนนิต
bonnet,บอนนิต
bogeyman,โบกีแมน
bogeyman,โบกีแมน
boogeyman,บูกีแมน
boogeyman,บูกีแมน
boogie,บูกี
boogie,บูกี
book,บุก
book,บุ๊ก
book,บุก
book,บุ๊ก
bookmark,บุ๊กมาร์ก
bookmark,บุ๊กมาร์ก
boomerang,บูเมอแรง
boomerang,บูเมอแรง
boomer,บูมเมอร์
boomer,บูมเมอร์
boon,บูน
boon,บูน
boost,บูสต์
boost,บูสต์
booster,บูสเตอร์
booster,บูสเตอร์
bootleg,บูตเลก
bootleg,บูตเลก
borax,บอแรกซ์
borax,บอแร็กซ์
borax,บอแรกซ์
borax,บอแร็กซ์
borrow,บอร์โรว์
borrow,บอร์โรว์
boss,บอส
boss,บอส
bossa nova,บอสซาโนวา
bossa nova,บอสซาโนวา
bottle,บอตเทิล
bottle,บอตเทิล
bottom,บ็อตทอม
bottom,บ็อตทอม
bough,บาว
bough,บาว
bounce,เบานซ์
bounce,เบานซ์
bouquet,บูเค
bouquet,บูเคต์
bouquet,บูเค
bouquet,บูเคต์
bourne,บอร์น
bourne,บอร์น
bout,เบาต์
bout,เบาต์
boy,บอย
boy,บอย
group,กรูป
group,กรูป
avocado,แอโวคาโด
avocado,อาโวคาโด
avocado,แอโวคาโด
avocado,อาโวคาโด
boycott,บอยคอต
boycott,บอยค็อต
boycott,บอยคอต
boycott,บอยค็อต
boyfriend,บอยเฟรนด์
boyfriend,บอยเฟรนด์
bozo,โบโซ
bozo,โบโซ
bra,บรา
bra,บรา
braai,บราย
braai,บราย
brace,เบรซ
brace,เบรซ
brain,เบรน
brain,เบรน
brainstorm,เบรนสตอร์ม
brainstorm,เบรนสตอร์ม
bran,แบรน
bran,แบรน
branch,บรานช์
branch,แบรนช์
branch,บรานช์
branch,แบรนช์
brand,แบรนด์
brand,แบรนด์
brandish,แบรนดิช
brandish,แบรนดิช
brass,บราส
brass,แบรส
brass,บราส
brass,แบรส
brat,แบร็ต
brat,แบร็ต
brave,เบรฟ
brave,เบรฟ
bravo,บราโว
bravo,บราโว
brawl,บรอล
brawl,บรอว์ล
brawl,บรอล
brawl,บรอว์ล
brawn,บรอน
brawn,บรอว์น
brawn,บรอน
brawn,บรอว์น
breach,บรีช
breach,บรีช
bread,เบรด
bread,เบรด
breadline,เบรดไลน์
breadline,เบรดไลน์
breakdown,เบรกดาวน์
breakdown,เบรกดาวน์
breast,เบรสต์
breast,เบรสต์
breed,บรีด
breed,บรีด
breeze,บรีซ
breeze,บรีซ
brew,บรูว์
brew,บรูว์
brewer,บรูเออร์
brewer,บรูเวอร์
brewer,บรูเออร์
brewer,บรูเวอร์
brewery,บรูเออรี
brewery,บรูเวอรี
brewery,บรูเออรี
brewery,บรูเวอรี
bribe,ไบรบ์
bribe,ไบรบ์
brick,บริก
brick,บริก
bride,ไบรด์
bride,ไบรด์
Brie,บรี
Brie,บรี
brief,บรีฟ
brief,บรีฟ
briefcase,บรีฟเคส
briefcase,บรีฟเคส
brig,บริก
brig,บริก
brigade,บริเกด
brigade,บริเกด
brigand,บริกันด์
brigand,บริกันด์
brigantine,บริกันทีน
brigantine,บริกันทีน
bright,ไบรต์
bright,ไบรต์
brighten,ไบรเทน
brighten,ไบรเทน
brill,บริล
brill,บริล
brilliance,บริลเลียนซ์
brilliance,บริลเลียนซ์
brilliant,บริลเลียนต์
brilliant,บริลเลียนต์
brine,ไบรน์
brine,ไบรน์
bring,บริง
bring,บริง
brink,บริงก์
brink,บริงก์
brio,บรีโอ
brio,บรีโอ
brioche,บรีออช
brioche,บรีออช
brisk,บริสก์
brisk,บริสก์
brisket,บริสกิต
brisket,บริสกิต
bro,โบร
bro,โบร
broad,บรอด
broad,บรอด
broadband,บรอดแบนด์
broadband,บรอดแบนด์
broil,บรอยล์
broil,บรอยล์
bronco,บรองโค
bronco,บรองโค
bronze,บรอนซ์
bronze,บรอนซ์
brooch,โบรช
brooch,บรูช
brooch,โบรช
brooch,บรูช
brood,บรูด
brood,บรูด
brook,บรุก
brook,บรุก
broom,บรูม
broom,บรุม
broom,บรูม
broom,บรุม
brow,บราว
brow,บราว
brown,บราวน์
brown,บราวน์
bruise,บรูส
bruise,บรูส
bruiser,บรูเซอร์
bruiser,บรูเซอร์
brumby,บรัมบี
brumby,บรัมบี
brume,บรูม
brume,บรูม
brunch,บรันช์
brunch,บรันช์
brunette,บรูเนต
brunette,บรูเน็ต
brunette,บรูเนต
brunette,บรูเน็ต
Bruno,บรูโน
Bruno,บรูโน
bruschetta,บรูสเก็ตตา
bruschetta,บรูสเก็ตตา
brush,บรัช
brush,บรัช
brute,บรูต
brute,บรูต
bruv,บรัฟ
bruv,บรัฟ
bubble,บับเบิล
bubble,บับเบิล
buck,บัก
buck,บัก
bucket,บักกิต
bucket,บักกิต
buckle,บักเกิล
buckle,บักเกิล
buckshot,บักช็อต
buckshot,บักช็อต
buckwheat,บักวีต
buckwheat,บักวีต
bucolic,บิวคอลิก
bucolic,บิวคอลิก
bud,บัด
bud,บัด
buddy,บัดดี
buddy,บัดดี
budget,บัดจิต
budget,บัดจิต
budgie,บัดจี
budgie,บัดจี
buff,บัฟ
buff,บัฟ
buffalo,บัฟฟาโล
buffalo,บัฟฟาโล
bug,บัก
bug,บัก
bugbear,บักแบร์
bugbear,บักเบร์
bugbear,บักแบร์
bugbear,บักเบร์
bugger,บักเกอร์
bugger,บักเกอร์
buggy,บักกี
buggy,บักกี
bugle,บิวเกิล
bugle,บิวเกิล
build,บิลด์
build,บิลด์
builder,บิลเดอร์
builder,บิลเดอร์
build-up,บิลด์อัป
build-up,บิลด์อัป
built,บิลต์
built,บิลต์
bulb,บัลบ์
bulb,บัลบ์
bulbous,บัลบัส
bulbous,บัลบัส
bulge,บัลจ์
bulge,บัลจ์
bulimia,บุลิเมีย
bulimia,บูลีเมีย
bulimia,บุลิเมีย
bulimia,บูลีเมีย
bulk,บัลก์
bulk,บัลก์
bulky,บัลกี
bulky,บัลกี
bull,บุล
bull,บุล
bulldog,บุลดอก
bulldog,บุลด็อก
bulldog,บุลดอก
bulldog,บุลด็อก
bullet,บุลลิต
bullet,บุลลิต
bullion,บุลเลียน
bullion,บุลเลียน
bullish,บุลลิช
bullish,บุลลิช
bulrush,บุลรัช
bulrush,บุลรัช
bulwark,บุลเวิร์ก
bulwark,บัลเวิร์ก
bulwark,บุลเวิร์ก
bulwark,บัลเวิร์ก
bum,บัม
bum,บัม
bumble,บัมเบิล
bumble,บัมเบิล
bumblebee,บัมเบิลบี
bumblebee,บัมเบิลบี
bumf,บัมฟ์
bumf,บัมฟ์
bump,บัมป์
bump,บัมป์
bumpy,บัมปี
bumpy,บัมปี
bun,บัน
bun,บัมปี
bunch,บันช์
bunch,บันช์
bundle,บันเดิล
bundle,บันเดิล
bungee,บันจี
bungee,บันจี
bungee jump,บันจีจัมป์
bungee jump,บันจีจัมป์
bungle,บังเกิล
bungle,บังเกิล
bunk,บังก์
bunk,บังก์
bunker,บังเกอร์
bunker,บังเกอร์
bunny,บันนี
bunny,บันนี
bunt,บันต์
bunt,บันต์
burger,เบอร์เกอร์
burger,เบอร์เกอร์
burn,เบิร์น
burn,เบิร์น
burner,เบิร์นเนอร์
burner,เบิร์นเนอร์
bulldozer,บุลโดซเซอร์
bulldozer,บุลโดซเซอร์
burnish,เบอร์นิช
burnish,เบอร์นิช
burnout,เบิร์นเอาต์
burnout,เบิร์นเอาต์
burn-out,เบิร์นเอาต์
burn-out,เบิร์นเอาต์
burp,เบิร์ป
burp,เบิร์ป
bursar,เบอร์ซาร์
bursar,เบอร์ซาร์
burst,เบิสต์
burst,เบิสต์
bury,เบรี
bury,เบรี
bus,บัส
bus,บัส
busboy,บัสบอย
busboy,บัสบอย
busby,บัสบี
busby,บัสบี
bush,บุช
bush,บุช
business,บิสนิส
business,บิสเนส
business,บิสนิส
business,บิสเนส
bust,บัสต์
bust,บัสต์
bustard,บัสเติร์ด
bustard,บัสเติร์ด
buster,บัสเตอร์
buster,บัสเตอร์
busty,บัสตี
busty,บัสตี
busy,บิซี
busy,บิซี
but,บัต
but,บัต
butcher,บุตเชอร์
butcher,บุตเชอร์
butler,บัตเลอร์
butler,บัตเลอร์
butt,บัต
butt,บัต
spot,สปอต
spot,สป็อต
spot,สปอต
spot,สป็อต
spotlight,สปอตไลต์
spotlight,สป็อตไลต์
spotlight,สปอตไลต์
spotlight,สป็อตไลต์
butter,บัตเตอร์
butter,บัตเตอร์
buy,บาย
buy,บาย
buzz,บัซ
buzz,บัซ
buzzard,บัซเซิร์ด
buzzard,บัซเซิร์ด
buzzword,บัซเวิร์ด
buzzword,บัซเวิร์ด
by,บาย
by,บาย
bye,บาย
bye,บาย
byte,ไบต์
byte,ไบต์
fowl,ฟาวล์
fowl,ฟาวล์
cab,แคบ
cab,แคบ
caber,เคเบอร์
caber,เคเบอร์
cabin,แคบิน
cabin,แคบิน
cache,แคช
cache,แคช
cachet,แคเช
cachet,แคเชต์
cachet,แคเช
cachet,แคเชต์
cackle,แค็กเกิล
cackle,แค็กเกิล
cactus,แคกตัส
cactus,แคกตัส
caddie,แคดดี
caddie,แคดดี
cadre,คาเดอร์
cadre,เคเดอร์
cadre,คาเดอร์
cadre,เคเดอร์
caftan,แคฟแทน
caftan,แคฟแทน
cage,เคจ
cage,เคจ
calciferol,แคลซิเฟอรอล
calciferol,แคลซิเฟอรอล
caldron,คอลดรอน
caldron,คาลดรอน
caldron,คอลดรอน
caldron,คาลดรอน
cauldron,คอลดรอน
cauldron,คาลดรอน
cauldron,คอลดรอน
cauldron,คาลดรอน
calf,คาล์ฟ
calf,แคล์ฟ
calf,คาล์ฟ
calf,แคล์ฟ
caliber,แคลิเบอร์
caliber,แคลิเบอร์
calibre,แคลิเบอร์
calibre,แคลิเบอร์
scoop,สกูป
scoop,สกูป
calibrate,แคลิเบรต
calibrate,แคลิเบรต
calico,แคลิโค
calico,แคลิโค
calipers,แคลิเปอส์
calipers,แคลิเปอส์
callipers,แคลิเปอส์
callipers,แคลิเปอส์
call,คอล
call,คอล
callus,แคลลัส
callus,แคลลัส
calm,คาล์ม
calm,คาล์ม
calypso,คาลิปโซ
calypso,คาลิปโซ
start-up,สตาร์ตอัป
start-up,สตาร์ตอัป
startup,สตาร์ตอัป
startup,สตาร์ตอัป
start,สตาร์ต
start,สตาร์ต
camber,แคมเบอร์
camber,แคมเบอร์
cambric,แคมบริก
cambric,แคมบริก
camcorder,แคมคอร์เดอร์
camcorder,แคมคอร์เดอร์
camel,แคเมล
camel,แคเมล
cameo,แคมีโอ
cameo,แคมีโอ
camera,แคเมอรา
camera,แคเมอรา
camomile,แคโมไมล์
camomile,แคโมมีล
camomile,แคโมไมล์
camomile,แคโมมีล
chamomile,แคโมไมล์
chamomile,แคโมมีล
chamomile,แคโมไมล์
chamomile,แคโมมีล
camper,แคมเปอร์
camper,แคมเปอร์
energy,เอเนอร์จี
energy,เอเนอร์จี
race,เรซ
race,เรซ
racing,เรซซิง
racing,เรซซิง
camping,แคมปิง
camping,แคมปิง
camshaft,แคมชาฟต์
camshaft,แคมแชฟต์
camshaft,แคมชาฟต์
camshaft,แคมแชฟต์
can,แคน
can,แคน
cancel,แคนเซิล
cancel,แคนเซิล
cancer,แคนเซอร์
cancer,แคนเซอร์
candid,แคนดิด
candid,แคนดิด
candidate,แคนดิเดต
candidate,แคนดิเดต
candle,แคนเดิล
candle,แคนเดิล
candy,แคนดี
candy,แคนดี
cane,เคน
cane,เคน
canine,เคไนน์
canine,เคไนน์
canister,แคนิสเตอร์
canister,แคนิสเตอร์
cannon,แคนนอน
cannon,แคนนอน
canny,แคนนี
canny,แคนนี
canon,แคนอน
canon,แคนอน
cant,แคนต์
cant,แคนต์
can't,คานต์
can't,แคนต์
can't,คานต์
can't,แคนต์
canteen,แคนทีน
canteen,แคนทีน
entertainment,เอนเทอร์เทนเมนต์
entertainment,เอนเทอร์เทนเมนต์
canter,แคนเทอร์
canter,แคนเตอร์
canter,แคนเทอร์
canter,แคนเตอร์
cape,เคป
cape,เคป
capital,แคปิทัล
capital,แคปิทัล
capon,เคพอน
capon,เคพอน
Capricorn,แคปริคอร์น
Capricorn,แคปริคอร์น
Capricornus,แคปริคอร์นัส
Capricornus,แคปริคอร์นัส
dark,ดาร์ก
dark,ดาร์ก
star,สตาร์
star,สตาร์
capsicum,แค็ปซิคัม
capsicum,แค็ปซิคัม
captor,แค็ปเตอร์
captor,แค็ปเตอร์
capybara,แคพิบารา
capybara,แคพิบารา
car,คาร์
car,คาร์
caramel,แคราเมล
caramel,คาราเมล
caramel,แคราเมล
caramel,คาราเมล
caraway,แคราเวย์
caraway,เคราเวย์
caraway,แคราเวย์
caraway,เคราเวย์
carbide,คาร์ไบด์
carbide,คาร์ไบด์
carbine,คาร์ไบน์
carbine,คาร์บีน
carbine,คาร์ไบน์
carbine,คาร์บีน
carbolic acid,กรดคาร์บอลิก
carbolic acid,กรดคาร์บอลิก
carbonara,คาร์โบนารา
carbonara,คาร์โบนารา
carbonic,คาร์บอนิก
carbonic,คาร์บอนิก
carbonic acid,กรดคาร์บอนิก
carbonic acid,กรดคาร์บอนิก
carboy,คาร์บอย
carboy,คาร์บอย
carbuncle,คาร์บังเคิล
carbuncle,คาร์บังเคิล
carcass,คาร์คัส
carcass,คาร์คัส
card,การ์ด
card,การ์ด
cardamom,คาร์ดามัม
cardamom,คาร์ดามัม
cardamum,คาร์ดามัม
cardamum,คาร์ดามัม
cardiac,คาร์ดิแอ็ก
cardiac,คาร์ดิแอ็ก
cardigan,คาร์ดิกัน
cardigan,คาร์ดิกัน
cardinal,คาร์ดินัล
cardinal,คาร์ดินัล
career,เคอเรียร์
career,เคอเรียร์
carefree,แคร์ฟรี
carefree,แคร์ฟรี
careful,แคร์ฟุล
careful,แคร์ฟุล
cargo,คาร์โก
cargo,คาร์โก
Caribbean,แคริบเบียน
Caribbean,แคริบเบียน
caribou,แคริบู
caribou,แคริบู
caries,แครีส
caries,แครีส
carmine,คาร์ไมน์
carmine,คาร์ไมน์
carnation,คาร์เนชัน
carnation,คาร์เนชัน
carnelian,คาร์นีเลียน
carnelian,คาร์นีเลียน
carnet,คาร์เนต์
carnet,คาร์เนต์
carnival,คาร์นิวัล
carnival,คาร์นิวัล
carnivore,คาร์นิวอร์
carnivore,คาร์นิวอร์
carol,แครอล
carol,แครอล
carotene,แคโรทีน
carotene,แคโรทีน
carpenter,คาร์พินเตอร์
carpenter,คาร์เพนเตอร์
carpenter,คาร์พินเตอร์
carpenter,คาร์เพนเตอร์
